央视台,#genre#
深圳电视台都市频道,http://116.162.6.192/4403-txt.otvstream.otvcloud.com/otv/skcc/live/channel46/1300.m3u8
深圳电视剧频道,http://116.162.6.192/4403-txt.otvstream.otvcloud.com/otv/skcc/live/channel47/1300.m3u8
深圳财经生活频道,http://116.162.6.192/4403-txt.otvstream.otvcloud.com/otv/skcc/live/channel48/1300.m3u8
深圳娱乐频道,http://116.162.6.192/4403-txt.otvstream.otvcloud.com/otv/skcc/live/channel49/1300.m3u8
深圳体育健康频道,http://116.162.6.192/4403-txt.otvstream.otvcloud.com/otv/skcc/live/channel50/1300.m3u8
深圳少儿频道,http://116.162.6.192/4403-txt.otvstream.otvcloud.com/otv/skcc/live/channel51/1300.m3u8
蛇口综合频道,http://116.162.6.192/4403-txt.otvstream.otvcloud.com/otv/skcc/live/channel37/1300.m3u8
梅州一套综合频道,http://pili-live-hls.xianchangliving.gdmztv.com/meizhou-xianchangliving/mztv1.m3u8
梅州二套公共频道,http://pili-live-hls.xianchangliving.gdmztv.com/meizhou-xianchangliving/mztv2.m3u8
河源综合频道,http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
河源公共频道,http://tmpstream.hyrtv.cn/hygg/sd/live.m3u8
清远综合频道,https://huodong.zuiqingyuan.com/dianshi/newxinwenpingdao.m3u8?token=B86ouFGGfrmwNY9CDr8t
清远文旅生活频道,https://huodong.zuiqingyuan.com/dianshi/newwenlvshenghuo.m3u8?token=B86ouFGGfrmwNY9CDr8t932
江门综合频道,http://tidelive.jmtv.cn/lsdream/4x3T0dO/993/m53e700.m3u8
江门公共频道,http://tidelive.jmtv.cn/lsdream/qzohscw/993/w1lq7o0.m3u8

湖南台,#genre#
湖南都市频道,http://phonews.qing.mgtv.com/nn_live/nn_x64/dWlwPTEwMy43MS43MC4xMDMmcWlkPSZzPTliZmQ4MWIzY2VjMmYzMTZkY2YzZGY3OWY3MjI0Y2JlJmVzPTE3MTg0NDU3ODEmdXVpZD1mZjE0ZDRjNzIzMTIwNWEwNmJkMDQ1ZjYxM2FhYmQ3My02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD13c19waG9uZTM,/HNDSMPP360.m3u8
湖南娱乐频道,http://phonews.qing.mgtv.com/nn_live/nn_x64/dWlwPTEwMy43MS43MC4xMDMmcWlkPSZzPWY3ZDVjYjBhN2FkMmNjNWIxNDFlYTEwMWUyMDg2YzJlJmVzPTE3MTg0NDk2NzAmdXVpZD04YmJiZTRhMzAzNWQwMDhhYjQzYjhjZjUwYTc3MWNhMy02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD13c19waG9uZTM,/HNYLMPP360.m3u8
湖南经视,http://phonews.qing.mgtv.com/nn_live/nn_x64/dWlwPTEwMy43MS43MC4xMDMmcWlkPSZzPTJhYjk5NTczYjYwY2UxOTQxNmQyN2NlY2ViYjRiMzcwJmVzPTE3MTg0MjYzMjImdXVpZD0xNTkwNDM2YzU4ZjBkZTA5ZDdlMDQxMzYzNGYzMzc1OC02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD13c19waG9uZTM,/HNJSMPP360.m3u8
湖南电视剧频道,http://phonetx.qing.mgtv.com/nn_live/nn_x64/dWlwPTEwMy43MS43MC4xMDMmcWlkPSZzPWFkMDkxZTkwZWJmMDg5YjI1ZTY3YjQ1OWJkYTg3MWUzJmVzPTE3MTg0NDU4MDgmdXVpZD05MGVjYTM1MjdlMDExNjgwMTZlMWExNTNmNGQ2YWMxYi02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl/HNDSJMPP360.m3u8
金鹰纪实频道,https://phonetx.qing.mgtv.com/nn_live/nn_x64/dWlwPTEwMy43MS43MC4xMDMmcWlkPSZzPTZkMmZlM2NjOGRiYzUzZTI5ODUxMTI3MzM3MThiYmM2JmVzPTE3MTg0Mzg3NzYmdXVpZD01ODE0ODgyYzI4Yjc2OGIwMjBlNGQyOTllZjExMGM3NC02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl/JYJSMPP360.m3u8
金鹰卡通,http://phonetx.qing.mgtv.com/nn_live/nn_x64/dWlwPTEwMy43MS43MC4xMDMmcWlkPSZzPTJhMjc2NDZiZWNjYTUyMDM4MmZhZTQ0YTFiNDhlNTJjJmVzPTE3MTg0NDY4MDkmdXVpZD1lN2Q1M2I4OWYyYjRlODFjNmUyNzljNWRhNTFjMDk4Mi02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl/JYKTMPP360.m3u8
湖南国际频道,http://phoneqq.qing.mgtv.com/nn_live/nn_x64/dWlwPTEwMy43MS43MC4xMDMmcWlkPSZzPTc5NmQzM2M4Nzk1ZmY0NzIxOWYyNDJjNWNmYWM1NDBlJmVzPTE3MTg0NDA5OTQmdXVpZD05N2UxZWExMzFlZGMyZDQyZGEyZDRiMzBhNTBlZjU5OS02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD1xcV9waG9uZV9saXZl/HNGJMPP360.m3u8
先锋乒羽频道,http://phonetx.qing.mgtv.com/nn_live/nn_x64/dWlwPTEwMy43MS43MC4xMDMmcWlkPSZzPWU3NjdlNjI1MjI1ODVlMTAyNmM2NjU1MTM0MTE3Njc4JmVzPTE3MTg0MzcyMzMmdXVpZD00YWU4M2ExYTgwYmU5Y2M3Mzk4YWU0NjNjMDQ2NDY3My02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl/XFPYMPP360.m3u8
湖南卫视快乐垂钓频道,http://phonehw.qing.mgtv.com/nn_live/nn_x64/dWlwPTEwMy43MS43MC4xMDMmcWlkPSZzPTEyNWZlMDU5ZGUyNzU5N2UxNjQ3ZGNlZWZjMzMzMDJkJmVzPTE3MTg0MzIxNDQmdXVpZD1iZTZmMTZiMDQxMTg3YmJmMjI5ZGRjZGE4Zjk2MmYzYi02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD1od19waG9uZQ,,/KLCDMPP360.m3u8
湖南快乐购,http://phonews.qing.mgtv.com/nn_live/nn_x64/dWlwPTEwMy43MS43MC4xMDMmcWlkPSZzPThkNWY1OGM4ODhhZTkxNjFkN2ZjNTIxMWYwZWI3NDI3JmVzPTE3MTg0NDUzMTUmdXVpZD1iMTYwY2FmMTM2OTA4YWNmZGUzMTQzODRkOWE0MjI0Ni02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD13c19waG9uZTM,/KLGMPP360.m3u8
茶频道,http://phonews.qing.mgtv.com/nn_live/nn_x64/dWlwPTEwMy43MS43MC4xMDMmcWlkPSZzPTMyNTZmZDVjMTkxMDE3ZTEzYzYzMGQ5OTdiMGQyNmI1JmVzPTE3MTg0Mzg1NTImdXVpZD02Njg4YTkzZmJiODg1MjA3YjA3ZWFhMjI1OTE4NjBiYi02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD13c19waG9uZTM,/CPDMPP360.m3u8
长沙新闻频道,http://phonehw.qing.mgtv.com/nn_live/nn_x64/dWlwPTEwMy43MS43MC4xMDMmcWlkPSZzPWRiMzU5ODIzOTkxNWU0NWEyYmMwZWE1YzYzZDFiNmEzJmVzPTE3MTg0NDkyNDUmdXVpZD04YTZlNmRmZDhjMGJjOTJkY2FjZDU5Nzc4MTQ4NGFiZS02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD1od19waG9uZQ,,/CSXWMPP360.m3u8
长沙政法频道,http://phonews.qing.mgtv.com/nn_live/nn_x64/dWlwPTEwMy43MS43MC4xMDMmcWlkPSZzPWJlN2MwMDNhMGRiOTNlNDQ5YWRjMjQzNWUwNzFmN2VmJmVzPTE3MTg0NDA4MDEmdXVpZD05MTc1OTI4NWFiNmIwOWExMzk0OGY1ZDg4ZGE5MDU1MS02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD13c19waG9uZTM,/CSZFMPP360.m3u8
长沙女性频道,http://phonews.qing.mgtv.com/nn_live/nn_x64/dWlwPTEwMy43MS43MC4xMDMmcWlkPSZzPTI2ZmI3ZTliNWJjNDk0Mjk3MzA2MTUzYWIxYmM3ZjMzJmVzPTE3MTg0NDE4NjMmdXVpZD01ZmJkZDk1OGQ1NDhhNjE5NzJkYTE3M2QxZTA2MDlkNC02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD13c19waG9uZTM,/CSNXMPP360.m3u8
湘潭新闻综合频道,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
湘潭公共都市频道,http://live.hnxttv.com:9601/live/dspd/800K/tzwj_video.m3u8
邵阳新闻综合频道,http://live2.sytv.net.cn/xwzh/playlist.m3u8?sign=1c0b6f85572163f7b99c324333e49aa9&t=1718428677
邵阳公共频道,http://live2.sytv.net.cn/ggpd/playlist.m3u8?sign=a47ac2857df519585c9a7c7c18e2d445&t=1718428680

江苏台,#genre#
江苏少儿频道优漫卡通,http://116.162.6.192/4403-txt.otvstream.otvcloud.com/otv/skcc/live/channel53/1300.m3u8
江宁电视台综合频道,https://jiangning-tv-hls.cm.jstv.com/jiangning-tv/jnxwzh.m3u8
常州新闻综合频道,https://livekcz.cztv.tv/kcz/cztv1.m3u8?auth_key=1718428981-0-0-015552551e30caf48c53c59ca612734d
常州生活频道,https://livekcz.cztv.tv/kcz/cztv3.m3u8?auth_key=1718430822-0-0-d26c17bd05dca97afe94ca468ba12254
常州公共频道,https://livekcz.cztv.tv/kcz/cztv4.m3u8?auth_key=1718432128-0-0-56e24a350b225ad6f0c4c9deb32e1bec
连云港公共频道,http://live.lyg1.com/ggpd/sd/live.m3u8
赣榆新闻综合频道,http://ganyu-tv-hls.cm.jstv.com/ganyu-tv/ganyutv.m3u8
沛县新闻综合频道,http://peixian-tv-hls.cm.jstv.com/peixian-tv/pxzh.m3u8
睢宁综合频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningzh.m3u8
睢宁生活教育频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsh.m3u8
睢宁三农频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningsn.m3u8
睢宁资讯频道,http://suining-tv-hls.cm.jstv.com/suining-tv/suiningys.m3u8
南通电视台一套,https://nt-hls.ntjoy.com/live/4f1.m3u8?t=1718424116&k=c44a823e8afd67b1df145e2f514d5b18
南通二套社教频道,https://nt-hls.ntjoy.com/live/4f3.m3u8?t=1718424116&k=83b7c4583fbf1880f20c229de175d0f6
南通三套公共频道,https://nt-hls.ntjoy.com/live/4f5.m3u8?t=1718424150&k=a5b8a46545ef08112d5889fb502b682b
如东一套新闻综合频道,http://rudong-tv-hls.cm.jstv.com/rudong-tv/rdxwzh.m3u8
海安新闻综合频道,http://haian-tv-hls.cm.jstv.com/haian-tv/haaxwzh.m3u8
泗洪新闻综合频道,http://sihong-tv-hls.cm.jstv.com/sihong-tv/sihongxinwenzonghe.m3u8
沭阳综合频道,http://shuyang-tv-hls.cm.jstv.com/shuyang-tv/shuyangzh.m3u8
泗阳综合频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzh.m3u8
泗阳资讯频道,http://siyang-tv-hls.cm.jstv.com/siyang-tv/siyangzx.m3u8
涟水电视台综合频道,http://lianshui-tv-hls.cm.jstv.com/lianshui-tv/lsxw.m3u8
泰州一套新闻综合频道,http://stream1.mytaizhou.net/xwzh/playlist.m3u8?_upt=eb39547a1718490431
泰州二套经济生活频道,http://stream1.mytaizhou.net/jjsh/playlist.m3u8?_upt=b004a8e51718497142
姜堰新闻综合频道,https://jiangyan-tv-hls.cm.jstv.com/jiangyan-tv/jiangyanzh.m3u8
扬州新闻频道,http://cm-wshls.homecdn.com/live/8bb.m3u8
扬州城市频道,http://cm-wshls.homecdn.com/live/8bd.m3u8
扬州生活频道,http://cm-wshls.homecdn.com/live/8bf.m3u8
扬州邗江频道,http://cm-wshls.homecdn.com/live/8c3.m3u8
高邮一套新闻综合频道,http://gaoyou-tv-hls.cm.jstv.com/gaoyou-tv/gaoyouxw.m3u8
镇江新闻综合频道,http://cm-wshls.homecdn.com/live/2aa50.m3u8
镇江二套社会民生频道,http://zjtv-wshls.homecdn.com/live/2aa16.m3u8

安徽台,#genre#
安徽影视频道,http://112.30.194.221:20080/live/d18ff95cb1fb4bbcb56215e189fc12be/hls.m3u8
安徽经济生活频道,http://112.30.194.221:20080/live/eac499adad7b49ff9cfa79ba84693959/hls.m3u8
安徽综艺体育频道,http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8
芜湖新闻综合频道,https://live3.wuhunews.cn/news/playlist.m3u8?_upt=4f7cb6481718428455
芜湖生活频道,https://live3.wuhunews.cn/channel2/playlist.m3u8?_upt=1e2488711718432554
芜湖公共频道,https://live3.wuhunews.cn/channel3/playlist.m3u8?_upt=5dbfc3501718430171
岳西综合频道,http://112.30.194.221:20080/live/b62955a9283f4c2ea8ccb96e8ac468bc/hls.m3u8
宿州新闻综合频道,http://live.ahsz.tv/video/s10001-szzh/index.m3u8
宿州公共频道,http://live.ahsz.tv/video/s10001-ggpd/index.m3u8
宿州科教频道,http://live.ahsz.tv/video/s10001-kxjy/index.m3u8
滁州新闻综合频道,http://live.cztv.cc:85/live/xwpd.m3u8
滁州科教频道,http://live.cztv.cc:85/live/sjpd.m3u8
滁州公共频道,http://live.cztv.cc:85/live/ggpd.m3u8

浙江台,#genre#
浙江钱江都市频道,http://ali-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
浙江经视,http://ali-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
浙江教育科技频道,http://ali-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
浙江电视台影视娱乐频道,http://ali-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8
浙江6频道民生休闲频道,http://ali-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
浙江新闻频道,http://ali-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
浙江电视台少儿频道,http://ali-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
好易购电视购物,https://zhfivel02.cztv.com/channel11/1080p.m3u8?auth_key=1718425726-2382782fec9bb14acf9782dcf033281c-0-f844a44724461c96b14e6852acba93a4
浙江国际频道,http://ali-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
杭州综合频道,https://live.hoolo.tv/hztv1/playlist.m3u8?auth_key=1718426514-0-0-498ac3c951a6203ac67f0d4c67b6cf32
杭州西湖明珠频道,https://live.hoolo.tv/hztv2/playlist.m3u8?auth_key=1718431628-0-0-78941f5361217f4aa35570fe658360ec
杭州生活频道,https://live.hoolo.tv/hztv3/playlist.m3u8?auth_key=1718431591-0-0-0c1896adce78a403f6f39b3c799e0ae1
杭州影视频道,https://live3.hoolo.tv/hztv4/playlist.m3u8?auth_key=1718430235-0-0-5547e71cbf076021ecf86c48733bb050
杭州5套青少体育频道,https://live3.hoolo.tv/hztv5/playlist.m3u8?auth_key=1718430179-0-0-cc00964f14735d8ed3b51806fe3d1e6c
杭州六频道导视频道,https://live3.hoolo.tv/hztv6/playlist.m3u8?auth_key=1718431864-0-0-7e753128a2a627bea9a269fb4c0b75e9
萧山综合频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
余杭新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8
余杭未来频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8
临平新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXyuhang2/720p.m3u8
宁波电视台1套,http://liveplay.nbtv.cn/live/nbtv1_md.m3u8?auth_key=1718426423-0-0-c06e43298226351a4f16f8c33e2d3d6f
宁波电视台2套,http://liveplay.nbtv.cn/live/nbtv2_md.m3u8?auth_key=1718428930-0-0-baa661d593df8c4e31f9d8b87ed6ab7f
宁波电视台3套,http://liveplay.nbtv.cn/live/nbtv3_md.m3u8?auth_key=1718428642-0-0-122d2ad49dc128595b5ce92832204071
宁波4套影视频道,http://liveplay.nbtv.cn/live/nbtv4_md.m3u8?auth_key=1718429446-0-0-08ad254a2f4b5323843763c5ff8bb0e5
象山电视台新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXxiangshan1/720p.m3u8
余姚新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8
余姚姚江文化频道,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8
文成新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXwencheng1/720p.m3u8
苍南新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXcangnan1/720p.m3u8
永嘉新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXyongjia1/720p.m3u8
绍兴文化影视频道,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
绍兴电视台公共频道,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8
绍兴新闻综合频道,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8
新昌新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXxinchang1/720p.m3u8
新昌生活频道,http://l.cztvcloud.com/channels/lantian/SXxinchang2/720p.m3u8
上虞新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8
上虞文化影视频道,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8
上虞新商都频道,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
嵊州新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
金华电视台新闻综合频道,http://live.plus.jinhua.com.cn/xwzh/playlist.m3u8
金华公共频道,http://live.plus.jinhua.com.cn/jjsh/playlist.m3u8
金华都市农村频道,http://live2.plus.jinhua.com.cn/dsnc/playlist.m3u8
东阳影视生活频道,http://l.cztvcloud.com/channels/lantian/SXdongyang1/720p.m3u8
武义新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8
兰溪新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8
龙游新闻综合频道,https://l.cztvcloud.com/channels/lantian/SXlongyou1/720p.m3u8
龙游生活娱乐频道,https://l.cztvcloud.com/channels/lantian/SXlongyou2/720p.m3u8
开化新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXkaihua1/720p.m3u8
开化国家公园频道,http://l.cztvcloud.com/channels/lantian/SXkaihua2/720p.m3u8
衢江新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXqujiang1/720p.m3u8
德清新闻综合频道,http://live.yingxi.tv/channel1/playlist.m3u8?_upt=b11ef5ec1718433358
德清文化生活频道,http://live.yingxi.tv/channel2/playlist.m3u8?_upt=381991c21718433364
平湖新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8
平湖民生休闲频道,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8
青田电视台,http://l.cztvcloud.com/channels/lantian/SXqingtian1/720p.m3u8
遂昌新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXsuichang1/720p.m3u8
松阳新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXsongyang1/720p.m3u8
庆元新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXqingyuan1/720p.m3u8
缙云新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXjinyun1/720p.m3u8
龙泉新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
云和新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXyunhe1/720p.m3u8
普陀电视台,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
嵊泗新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXshengsi1/720p.m3u8

北京台,#genre#
北京新闻频道BTV9,https://live.funhillrm.com/5/sd/live.m3u8
石景山电视台,http://live.sjsrm.com/bjsjs/sd/live.m3u8
房山电视台,http://live.funhillrm.com/5/sd/live.m3u8

辽宁台,#genre#
锦州一套新闻综合频道,http://stream.jzgbdst.cn/1/sd/live.m3u8
锦州二套教育频道,http://stream.jzgbdst.cn/2/sd/live.m3u8

江西台,#genre#
江西电视台都市频道jxtv2,http://116.162.6.191/yun-live.jxtvcn.com.cn/live/tv_jxtv2.m3u8
江西影视旅游频道jxtv4,http://116.162.6.191/yun-live.jxtvcn.com.cn/live/tv_jxtv4.m3u8
江西公共频道jxtv5,http://116.162.6.191/yun-live.jxtvcn.com.cn/live/tv_jxtv5.m3u8
江西少儿频道jxtv6,http://116.162.6.191/yun-live.jxtvcn.com.cn/live/tv_jxtv6.m3u8
江西新闻频道jxtv7,http://116.162.6.191/yun-live.jxtvcn.com.cn/live/tv_jxtv7.m3u8
风尚购物,http://116.162.6.191/yun-live.jxtvcn.com.cn/live/tv_fsgw.m3u8
江西移动电视频道,http://116.162.6.191/yun-live.jxtvcn.com.cn/live/tv_jxtv8.m3u8
江西China陶瓷频道,http://116.162.6.191/yun-live.jxtvcn.com.cn/live/tv_taoci.m3u8

山东台,#genre#
