Undefined,#genre#
CCTV-13_新闻[高清],http://192.168.123.1:23234/rtp/228.1.1.212:8128
CCTV-14_少儿[高清],http://192.168.123.1:23234/rtp/228.1.1.31:8132
CCTV-15_音乐[高清],http://192.168.123.1:23234/rtp/228.1.1.183:8136
CCTV-16_奥林匹克[高清],http://192.168.123.1:23234/rtp/228.1.1.215:8002
CCTV-17_农业农村[高清],http://192.168.123.1:23234/rtp/228.1.1.181:8144
CCTV-4K_超高清[超清HDR],http://192.168.123.1:23234/rtp/228.1.1.227:2000
爱上4K[超清],http://192.168.123.1:23234/rtp/228.1.1.38:2000
4K超清[超清],http://192.168.123.1:23234/rtp/228.1.1.123:8001
4K电影[超清][非官方],http://gslbserv.itv.cmvideo.cn:80/6000000003000004748/index.m3u8?channel-id=wasusyt&Contentid=6000000003000004748&livemode=1&stbId=3
淘电影[高清],http://192.168.123.1:23234/rtp/228.1.1.124:8001
黑莓电影[高清][非官方],http://gslbserv.itv.cmvideo.cn:80/1000000004000019624/index.m3u8?channel-id=ystenlive&Contentid=1000000004000019624&livemode=1&stbId=3
爱院线[高清][非官方],http://gslbserv.itv.cmvideo.cn:80/6000000006000030630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000030630&livemode=1&stbId=3
动作电影[高清][非官方],http://gslbserv.itv.cmvideo.cn:80/1000000004000018653/index.m3u8?channel-id=ystenlive&Contentid=1000000004000018653&livemode=1&stbId=3
Hot欧美影院[高清][非官方],http://gslbserv.itv.cmvideo.cn:80/2000000004000000005/index.m3u8?channel-id=hnbblive&Contentid=2000000004000000005&livemode=1&stbId=3
Hot亚洲影院[高清][非官方],http://gslbserv.itv.cmvideo.cn:80/2000000004000000006/index.m3u8?channel-id=hnbblive&Contentid=2000000004000000006&livemode=1&stbId=3
NewTV超级电影[高清][非官方],http://gslbserv.itv.cmvideo.cn:80/1000000003000012426/index.m3u8?channel-id=ystenlive&Contentid=1000000003000012426&livemode=1&stbId=3
NewTV动作电影[高清][非官方],http://gslbserv.itv.cmvideo.cn:80/1000000004000018653/index.m3u8?channel-id=ystenlive&Contentid=1000000004000018653&livemode=1&stbId=3
NewTV惊悚悬疑[高清][非官方],http://gslbserv.itv.cmvideo.cn:80/1000000004000024282/index.m3u8?channel-id=ystenlive&Contentid=1000000004000024282&livemode=1&stbId=3
星影,http://192.168.123.1:23234/rtp/228.1.1.175:4120
动作影院,http://192.168.123.1:23234/rtp/228.1.1.173:4120
光影,http://192.168.123.1:23234/rtp/228.1.1.165:4120
喜剧影院,http://192.168.123.1:23234/rtp/228.1.1.172:4120
家庭影院,http://192.168.123.1:23234/rtp/228.1.1.174:4120
精选,http://192.168.123.1:23234/rtp/228.1.1.155:4120
经典电影,http://192.168.123.1:23234/rtp/228.1.1.89:9024
纪实人文[高清],http://192.168.123.1:23234/rtp/228.1.1.20:8060
金鹰纪实[高清],http://192.168.123.1:23234/rtp/228.1.1.34:8156
乐游[高清],http://192.168.123.1:23234/rtp/228.1.1.234:8002
求索纪录[高清][非官方],http://gslbserv.itv.cmvideo.cn:80/6000000002000032052/index.m3u8?channel-id=wasusyt&Contentid=6000000002000032052&livemode=1&stbId=3
求索科学[高清][非官方],http://gslbserv.itv.cmvideo.cn:80/6000000002000032344/index.m3u8?channel-id=wasusyt&Contentid=6000000002000032344&livemode=1&stbId=3
求索动物[高清][非官方],http://gslbserv.itv.cmvideo.cn:80/6000000002000010046/index.m3u8?channel-id=wasusyt&Contentid=6000000002000010046&livemode=1&stbId=3
爱科学[高清][非官方],http://gslbserv.itv.cmvideo.cn:80/6000000006000160630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000160630&livemode=1&stbId=3
爱旅行[高清][非官方],http://gslbserv.itv.cmvideo.cn:80/6000000006000250630/index.m3u8?channel-id=wasusyt&Contentid=6000000006000250630&livemode=1&stbId=3
精品记录[高清][非官方],http://gslbserv.itv.cmvideo.cn:80/1000000004000013730/index.m3u8?channel-id=ystenlive&Contentid=1000000004000013730&livemode=1&stbId=3
地理,http://192.168.123.1:23234/rtp/228.1.1.152:4120
淘剧场[高清],http://192.168.123.1:23234/rtp/228.1.1.126:8001
都市剧场[高清],http://192.168.123.1:23234/rtp/228.1.1.231:8002
淘娱乐[高清],http://192.168.123.1:23234/rtp/228.1.1.133:8001
淘Baby[高清],http://192.168.123.1:23234/rtp/228.1.1.128:8001
萌宠TV[高清],http://192.168.123.1:23234/rtp/228.1.1.135:8002
动漫秀场[高清],http://192.168.123.1:23234/rtp/228.1.1.232:8002
湖南卫视[高清],http://192.168.123.1:23234/rtp/228.1.1.33:8012
东方卫视[高清],http://192.168.123.1:23234/rtp/228.1.1.39:8032
浙江卫视[高清],http://192.168.123.1:23234/rtp/228.1.1.13:8036
江苏卫视[高清],http://192.168.123.1:23234/rtp/228.1.1.37:8028
深圳卫视[高清],http://192.168.123.1:23234/rtp/228.1.1.36:8020
广东卫视[高清],http://192.168.123.1:23234/rtp/228.1.1.17:8048
安徽卫视[高清],http://192.168.123.1:23234/rtp/228.1.1.21:8064
天津卫视[高清],http://192.168.123.1:23234/rtp/228.1.1.15:1234
重庆卫视[高清],http://192.168.123.1:23234/rtp/228.1.1.210:8160
山东卫视[高清],http://192.168.123.1:23234/rtp/228.1.1.18:8052
黑龙江卫视[高清],http://192.168.123.1:23234/rtp/228.1.1.35:8016
河北卫视[高清],http://192.168.123.1:23234/rtp/228.1.1.187:8072
辽宁卫视[高清],http://192.168.123.1:23234/rtp/228.1.1.19:8056
湖北卫视[高清],http://192.168.123.1:23234/rtp/228.1.1.16:8044
吉林卫视[高清],http://192.168.123.1:23234/rtp/228.1.1.214:8172
贵州卫视[高清],http://192.168.123.1:23234/rtp/228.1.1.188:8076
东南卫视[高清],http://192.168.123.1:23234/rtp/228.1.1.185:8148
江西卫视[高清],http://192.168.123.1:23234/rtp/228.1.1.211:8164
海南卫视,http://192.168.123.1:23234/rtp/228.1.1.81:8304
云南卫视,http://192.168.123.1:23234/rtp/228.1.1.44:8108
兵团卫视,http://192.168.123.1:23234/rtp/228.1.1.177:4120
厦门卫视,http://192.168.123.1:23234/rtp/228.1.1.176:4120
四川卫视,http://192.168.123.1:23234/rtp/228.1.1.77:8288
大湾区卫视,http://192.168.123.1:23234/rtp/228.1.1.142:8002
宁夏卫视,http://192.168.123.1:23234/rtp/228.1.1.49:8124
山西卫视,http://192.168.123.1:23234/rtp/228.1.1.58:8172
广西卫视,http://192.168.123.1:23234/rtp/228.1.1.80:8300
新疆卫视,http://192.168.123.1:23234/rtp/228.1.1.56:8160
河南卫视,http://192.168.123.1:23234/rtp/228.1.1.50:8128
甘肃卫视,http://192.168.123.1:23234/rtp/228.1.1.61:8188
西藏卫视,http://192.168.123.1:23234/rtp/228.1.1.57:8164
三沙卫视,http://192.168.123.1:23234/rtp/228.1.1.186:4120
陕西卫视,http://192.168.123.1:23234/rtp/228.1.1.53:8140
青海卫视,http://192.168.123.1:23234/rtp/228.1.1.60:8184
内蒙古卫视,http://192.168.123.1:23234/rtp/228.1.1.59:8176
中国交通[高清],http://192.168.123.1:23234/rtp/228.1.1.222:8002
朝阳融媒[高清],http://192.168.123.1:23234/rtp/228.1.1.140:8001
房山电视台[高清],http://192.168.123.1:23234/rtp/228.1.1.139:8001
延庆电视台,http://192.168.123.1:23234/rtp/228.1.1.219:8002
法治天地[高清],http://192.168.123.1:23234/rtp/228.1.1.230:8002
CGTN_新闻[高清],http://192.168.123.1:23234/rtp/228.1.1.204:4220
CGTN_记录[高清],http://192.168.123.1:23234/rtp/228.1.1.205:4220
CGTN_西班牙语[高清],http://192.168.123.1:23234/rtp/228.1.1.206:4220
CGTN_法语[高清],http://192.168.123.1:23234/rtp/228.1.1.207:4220
CGTN_阿拉伯语[高清],http://192.168.123.1:23234/rtp/228.1.1.208:4220
CGTN_俄语[高清],http://192.168.123.1:23234/rtp/228.1.1.209:4220
睛彩竞技[高清],http://192.168.123.1:23234/rtp/228.1.1.223:8002
睛彩篮球[高清],http://192.168.123.1:23234/rtp/228.1.1.224:8002
睛彩羽毛球[高清],http://192.168.123.1:23234/rtp/228.1.1.225:8002
睛彩广场舞[高清],http://192.168.123.1:23234/rtp/228.1.1.226:8002
魅力足球[高清],http://192.168.123.1:23234/rtp/228.1.1.233:8002
茶频道[高清],http://192.168.123.1:23234/rtp/228.1.1.145:8002
淘精彩[高清],http://192.168.123.1:23234/rtp/228.1.1.202:8002
快乐垂钓[高清],http://192.168.123.1:23234/rtp/228.1.1.144:8002
生活时尚[高清],http://192.168.123.1:23234/rtp/228.1.1.228:8002
游戏风云[高清],http://192.168.123.1:23234/rtp/228.1.1.229:8002
金色学堂[高清],http://192.168.123.1:23234/rtp/228.1.1.235:8002
CETV1[高清],http://192.168.123.1:23234/rtp/228.1.1.32:8152
CETV2,http://192.168.123.1:23234/rtp/228.1.1.97:4120
CETV3,http://192.168.123.1:23234/rtp/228.1.1.98:4120
CETV4,http://192.168.123.1:23234/rtp/228.1.1.99:4120
少儿动画,http://192.168.123.1:23234/rtp/228.1.1.83:9000
热播剧场,http://192.168.123.1:23234/rtp/228.1.1.88:9020
解密,http://192.168.123.1:23234/rtp/228.1.1.156:4120
军事,http://192.168.123.1:23234/rtp/228.1.1.157:4120
军旅剧场,http://192.168.123.1:23234/rtp/228.1.1.149:4120
动画,http://192.168.123.1:23234/rtp/228.1.1.161:4120
古装剧场,http://192.168.123.1:23234/rtp/228.1.1.150:4120
嘉佳卡通,http://192.168.123.1:23234/rtp/228.1.1.93:9268
国学,http://192.168.123.1:23234/rtp/228.1.1.158:4120
城市剧场,http://192.168.123.1:23234/rtp/228.1.1.148:4120
墨宝,http://192.168.123.1:23234/rtp/228.1.1.164:4120
好学生,http://192.168.123.1:23234/rtp/228.1.1.162:4120
山东教育,http://192.168.123.1:23234/rtp/228.1.1.96:4120
戏曲,http://192.168.123.1:23234/rtp/228.1.1.159:4120
早教,http://192.168.123.1:23234/rtp/228.1.1.160:4120
武侠剧场,http://192.168.123.1:23234/rtp/228.1.1.171:4120
武术,http://192.168.123.1:23234/rtp/228.1.1.168:4120
爱生活,http://192.168.123.1:23234/rtp/228.1.1.167:4120
美人,http://192.168.123.1:23234/rtp/228.1.1.154:4120
美妆,http://192.168.123.1:23234/rtp/228.1.1.153:4120
财富天下,http://192.168.123.1:23234/rtp/228.1.1.90:9136
足球,http://192.168.123.1:23234/rtp/228.1.1.170:4120
金鹰卡通,http://192.168.123.1:23234/rtp/228.1.1.92:9252
鉴赏,http://192.168.123.1:23234/rtp/228.1.1.163:4120
音乐现场,http://192.168.123.1:23234/rtp/228.1.1.151:4120
魅力时尚,http://192.168.123.1:23234/rtp/228.1.1.86:9012
